ID,name,composer,unitPrice,album_ID,genre_ID
924,Stripsearch,Jon Hudson/Mike Bordin/Mike Patton,0.99,74,4
925,Last Cup Of Sorrow,Bill Gould/Mike Patton,0.99,74,4
926,Naked In Front Of The Computer,Mike Patton,0.99,74,4
927,Helpless,Bill Gould/Mike Bordin/Mike Patton,0.99,74,4
928,Mouth To Mouth,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton,0.99,74,4
929,Ashes To Ashes,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,0.99,74,4
930,She Loves Me Not,Bill Gould/Mike Bordin/Mike Patton,0.99,74,4
931,Got That Feeling,Mike Patton,0.99,74,4
932,Paths Of Glory,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,0.99,74,4
933,Home Sick Home,Mike Patton,0.99,74,4
934,Pristina,Bill Gould/Mike Patton,0.99,74,4
935,Land Of Sunshine,,0.99,75,4
936,Caffeine,,0.99,75,4
937,Midlife Crisis,,0.99,75,4
938,RV,,0.99,75,4
939,Smaller And Smaller,,0.99,75,4
940,Everything's Ruined,,0.99,75,4
941,Malpractice,,0.99,75,4
942,Kindergarten,,0.99,75,4
943,Be Aggressive,,0.99,75,4
944,A Small Victory,,0.99,75,4
945,Crack Hitler,,0.99,75,4
946,Jizzlobber,,0.99,75,4
947,Midnight Cowboy,,0.99,75,4
948,Easy,,0.99,75,4
949,Get Out,"Mike Bordin, Billy Gould, Mike Patton",0.99,76,1
950,Ricochet,"Mike Bordin, Billy Gould, Mike Patton",0.99,76,1
951,Evidence,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",0.99,76,1
952,The Gentle Art Of Making Enemies,"Mike Bordin, Billy Gould, Mike Patton",0.99,76,1
953,Star A.D.,"Mike Bordin, Billy Gould, Mike Patton",0.99,76,1
954,Cuckoo For Caca,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",0.99,76,1
955,Caralho Voador,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",0.99,76,1
956,Ugly In The Morning,"Mike Bordin, Billy Gould, Mike Patton",0.99,76,1
957,Digging The Grave,"Mike Bordin, Billy Gould, Mike Patton",0.99,76,1
958,Take This Bottle,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",0.99,76,1
959,King For A Day,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",0.99,76,1
960,What A Day,"Mike Bordin, Billy Gould, Mike Patton",0.99,76,1
961,The Last To Know,"Mike Bordin, Billy Gould, Mike Patton",0.99,76,1
962,Just A Man,"Mike Bordin, Billy Gould, Mike Patton",0.99,76,1
963,Absolute Zero,"Mike Bordin, Billy Gould, Mike Patton",0.99,76,1
964,From Out Of Nowhere,Faith No More,0.99,77,4
965,Epic,Faith No More,0.99,77,4
966,Falling To Pieces,Faith No More,0.99,77,4
967,Surprise! You're Dead!,Faith No More,0.99,77,4
968,Zombie Eaters,Faith No More,0.99,77,4
969,The Real Thing,Faith No More,0.99,77,4
970,Underwater Love,Faith No More,0.99,77,4
971,The Morning After,Faith No More,0.99,77,4
972,Woodpecker From Mars,Faith No More,0.99,77,4
973,War Pigs,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0.99,77,4
974,Edge Of The World,Faith No More,0.99,77,4
975,Deixa Entrar,,0.99,78,7
976,Falamansa Song,,0.99,78,7
977,Xote Dos Milagres,,0.99,78,7
978,Rindo À Toa,,0.99,78,7
979,Confidência,,0.99,78,7
980,Forró De Tóquio,,0.99,78,7
981,Zeca Violeiro,,0.99,78,7
982,Avisa,,0.99,78,7
983,Principiando/Decolagem,,0.99,78,7
984,Asas,,0.99,78,7
985,Medo De Escuro,,0.99,78,7
986,Oração,,0.99,78,7
987,Minha Gata,,0.99,78,7
988,Desaforo,,0.99,78,7
989,In Your Honor,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0.99,79,1
990,No Way Back,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0.99,79,1
991,Best Of You,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0.99,79,1
992,DOA,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0.99,79,1
993,Hell,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0.99,79,1
994,The Last Song,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0.99,79,1
995,Free Me,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0.99,79,1
996,Resolve,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0.99,79,1
997,The Deepest Blues Are Black,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0.99,79,1
998,End Over End,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0.99,79,1
999,Still,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0.99,80,1
1000,What If I Do?,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0.99,80,1
1001,Miracle,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0.99,80,1
1002,Another Round,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0.99,80,1
1003,Friend Of A Friend,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0.99,80,1
1004,Over And Out,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0.99,80,1
1005,On The Mend,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0.99,80,1
1006,Virginia Moon,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0.99,80,1
1007,Cold Day In The Sun,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0.99,80,1
1008,Razor,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0.99,80,1
1009,All My Life,Foo Fighters,0.99,81,4
1010,Low,Foo Fighters,0.99,81,4
1011,Have It All,Foo Fighters,0.99,81,4
1012,Times Like These,Foo Fighters,0.99,81,4
1013,Disenchanted Lullaby,Foo Fighters,0.99,81,4
1014,Tired Of You,Foo Fighters,0.99,81,4
1015,Halo,Foo Fighters,0.99,81,4
1016,Lonely As You,Foo Fighters,0.99,81,4
1017,Overdrive,Foo Fighters,0.99,81,4
1018,Burn Away,Foo Fighters,0.99,81,4
1019,Come Back,Foo Fighters,0.99,81,4
1020,Doll,"Dave, Taylor, Nate, Chris",0.99,82,1
1021,Monkey Wrench,"Dave, Taylor, Nate, Chris",0.99,82,1
1022,"Hey, Johnny Park!","Dave, Taylor, Nate, Chris",0.99,82,1
1023,My Poor Brain,"Dave, Taylor, Nate, Chris",0.99,82,1
1024,Wind Up,"Dave, Taylor, Nate, Chris",0.99,82,1
1025,Up In Arms,"Dave, Taylor, Nate, Chris",0.99,82,1
1026,My Hero,"Dave, Taylor, Nate, Chris",0.99,82,1
1027,See You,"Dave, Taylor, Nate, Chris",0.99,82,1
1028,Enough Space,Dave Grohl,0.99,82,1
1029,February Stars,"Dave, Taylor, Nate, Chris",0.99,82,1
1030,Everlong,Dave Grohl,0.99,82,1
1031,Walking After You,Dave Grohl,0.99,82,1
1032,New Way Home,"Dave, Taylor, Nate, Chris",0.99,82,1
1033,My Way,claude françois/gilles thibault/jacques revaux/paul anka,0.99,83,12
1034,Strangers In The Night,berthold kaempfert/charles singleton/eddie snyder,0.99,83,12
1035,"New York, New York",fred ebb/john kander,0.99,83,12
1036,I Get A Kick Out Of You,cole porter,0.99,83,12
1037,Something Stupid,carson c. parks,0.99,83,12
1038,Moon River,henry mancini/johnny mercer,0.99,83,12
1039,What Now My Love,carl sigman/gilbert becaud/pierre leroyer,0.99,83,12
1040,Summer Love,hans bradtke/heinz meier/johnny mercer,0.99,83,12
1041,For Once In My Life,orlando murden/ronald miller,0.99,83,12
1042,Love And Marriage,jimmy van heusen/sammy cahn,0.99,83,12
1043,They Can't Take That Away From Me,george gershwin/ira gershwin,0.99,83,12
1044,My Kind Of Town,jimmy van heusen/sammy cahn,0.99,83,12
1045,Fly Me To The Moon,bart howard,0.99,83,12
1046,I've Got You Under My Skin,cole porter,0.99,83,12
1047,The Best Is Yet To Come,carolyn leigh/cy coleman,0.99,83,12
1048,It Was A Very Good Year,ervin drake,0.99,83,12
1049,Come Fly With Me,jimmy van heusen/sammy cahn,0.99,83,12
1050,That's Life,dean kay thompson/kelly gordon,0.99,83,12
1051,The Girl From Ipanema,antonio carlos jobim/norman gimbel/vinicius de moraes,0.99,83,12
1052,The Lady Is A Tramp,lorenz hart/richard rodgers,0.99,83,12
1053,"Bad, Bad Leroy Brown",jim croce,0.99,83,12
1054,Mack The Knife,bert brecht/kurt weill/marc blitzstein,0.99,83,12
1055,Loves Been Good To Me,rod mckuen,0.99,83,12
1056,L.A. Is My Lady,alan bergman/marilyn bergman/peggy lipton jones/quincy jones,0.99,83,12
1057,Entrando Na Sua (Intro),,0.99,84,7
1058,Nervosa,,0.99,84,7
1059,Funk De Bamba (Com Fernanda Abreu),,0.99,84,7
1060,Call Me At Cleo´s,,0.99,84,7
1061,Olhos Coloridos (Com Sandra De Sá),,0.99,84,7
1062,Zambação,,0.99,84,7
1063,Funk Hum,,0.99,84,7
1064,Forty Days (Com DJ Hum),,0.99,84,7
1065,Balada Da Paula,Emerson Villani,0.99,84,7
1066,Dujji,,0.99,84,7
1067,Meu Guarda-Chuva,,0.99,84,7
1068,Motéis,,0.99,84,7
1069,Whistle Stop,,0.99,84,7
1070,16 Toneladas,,0.99,84,7
1071,Divirta-Se (Saindo Da Sua),,0.99,84,7
1072,Forty Days Instrumental,,0.99,84,7
1073,Óia Eu Aqui De Novo,,0.99,85,10
1074,Baião Da Penha,,0.99,85,10
1075,Esperando Na Janela,Manuca/Raimundinho DoAcordion/Targino Godim,0.99,85,10
1076,Juazeiro,Humberto Teixeira/Luiz Gonzaga,0.99,85,10
1077,Último Pau-De-Arara,Corumbá/José Gumarães/Venancio,0.99,85,10
1078,Asa Branca,Humberto Teixeira/Luiz Gonzaga,0.99,85,10
1079,Qui Nem Jiló,Humberto Teixeira/Luiz Gonzaga,0.99,85,10
1080,Assum Preto,Humberto Teixeira/Luiz Gonzaga,0.99,85,10
1081,Pau-De-Arara,"Guio De Morais E Seus ""Parentes""/Luiz Gonzaga",0.99,85,10
1082,A Volta Da Asa Branca,Luiz Gonzaga/Zé Dantas,0.99,85,10
1083,O Amor Daqui De Casa,Gilberto Gil,0.99,85,10
1084,As Pegadas Do Amor,Gilberto Gil,0.99,85,10
1085,Lamento Sertanejo,Dominguinhos/Gilberto Gil,0.99,85,10
1086,Casinha Feliz,Gilberto Gil,0.99,85,10
1087,Introdução (Live),,0.99,86,7
1088,Palco (Live),,0.99,86,7
1089,Is This Love (Live),,0.99,86,7
1090,Stir It Up (Live),,0.99,86,7
1091,Refavela (Live),,0.99,86,7
1092,Vendedor De Caranguejo (Live),,0.99,86,7
1093,Quanta (Live),,0.99,86,7
1094,Estrela (Live),,0.99,86,7
1095,Pela Internet (Live),,0.99,86,7
1096,Cérebro Eletrônico (Live),,0.99,86,7
1097,Opachorô (Live),,0.99,86,7
1098,Copacabana (Live),,0.99,86,7
1099,A Novidade (Live),,0.99,86,7
1100,Ghandi (Live),,0.99,86,7
1101,De Ouro E Marfim (Live),,0.99,86,7
1102,Doce De Carnaval (Candy All),,0.99,87,2
1103,Lamento De Carnaval,,0.99,87,2
1104,Pretinha,,0.99,87,2
1105,A Novidade,Gilberto Gil,0.99,73,7
1106,Tenho Sede,Gilberto Gil,0.99,73,7
1107,Refazenda,Gilberto Gil,0.99,73,7
1108,Realce,Gilberto Gil,0.99,73,7
1109,Esotérico,Gilberto Gil,0.99,73,7
1110,Drão,Gilberto Gil,0.99,73,7
1111,A Paz,Gilberto Gil,0.99,73,7
1112,Beira Mar,Gilberto Gil,0.99,73,7
1113,Sampa,Gilberto Gil,0.99,73,7
1114,Parabolicamará,Gilberto Gil,0.99,73,7
1115,Tempo Rei,Gilberto Gil,0.99,73,7
1116,Expresso 2222,Gilberto Gil,0.99,73,7
1117,Aquele Abraço,Gilberto Gil,0.99,73,7
1118,Palco,Gilberto Gil,0.99,73,7
1119,Toda Menina Baiana,Gilberto Gil,0.99,73,7
1120,Sítio Do Pica-Pau Amarelo,Gilberto Gil,0.99,73,7
1121,Straight Out Of Line,Sully Erna,0.99,88,3
1122,Faceless,Sully Erna,0.99,88,3
1123,Changes,Sully Erna; Tony Rombola,0.99,88,3
1124,Make Me Believe,Sully Erna,0.99,88,3
1125,I Stand Alone,Sully Erna,0.99,88,3
1126,Re-Align,Sully Erna,0.99,88,3
1127,I Fucking Hate You,Sully Erna,0.99,88,3
1128,Releasing The Demons,Sully Erna,0.99,88,3
1129,Dead And Broken,Sully Erna,0.99,88,3
1130,I Am,Sully Erna,0.99,88,3
1131,The Awakening,Sully Erna,0.99,88,3
1132,Serenity,Sully Erna; Tony Rombola,0.99,88,3
1133,American Idiot,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",0.99,89,4
1134,Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,Billie Joe Armstrong/Green Day,0.99,89,4
1135,Holiday,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",0.99,89,4
1136,Boulevard Of Broken Dreams,"Mike Dint, Billie Joe, Tré Cool",0.99,89,4
1137,Are We The Waiting,Green Day,0.99,89,4
1138,St. Jimmy,Green Day,0.99,89,4
1139,Give Me Novacaine,Green Day,0.99,89,4
1140,She's A Rebel,Green Day,0.99,89,4
1141,Extraordinary Girl,Green Day,0.99,89,4
1142,Letterbomb,Green Day,0.99,89,4
1143,Wake Me Up When September Ends,"Mike Dint, Billie Joe, Tré Cool",0.99,89,4
1144,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,Mike Dirnt/Tré Cool,0.99,89,4
1145,Whatsername,Green Day,0.99,89,4
1146,Welcome to the Jungle,,0.99,90,1
1147,It's So Easy,,0.99,90,1
1148,Nightrain,,0.99,90,1
1149,Out Ta Get Me,,0.99,90,1
1150,Mr. Brownstone,,0.99,90,1
1151,Paradise City,,0.99,90,1
1152,My Michelle,,0.99,90,1
1153,Think About You,,0.99,90,1
1154,Sweet Child O' Mine,,0.99,90,1
1155,You're Crazy,,0.99,90,1
1156,Anything Goes,,0.99,90,1
1157,Rocket Queen,,0.99,90,1
1158,Right Next Door to Hell,,0.99,91,1
1159,Dust N' Bones,,0.99,91,1
1160,Live and Let Die,,0.99,91,1
1161,Don't Cry (Original),,0.99,91,1
1162,Perfect Crime,,0.99,91,1
1163,You Ain't the First,,0.99,91,1
1164,Bad Obsession,,0.99,91,1
1165,Back off Bitch,,0.99,91,1
1166,Double Talkin' Jive,,0.99,91,1
1167,November Rain,,0.99,91,1
1168,The Garden,,0.99,91,1
1169,Garden of Eden,,0.99,91,1
1170,Don't Damn Me,,0.99,91,1
1171,Bad Apples,,0.99,91,1
1172,Dead Horse,,0.99,91,1
1173,Coma,,0.99,91,1
1174,Civil War,Duff McKagan/Slash/W. Axl Rose,0.99,92,3
1175,14 Years,Izzy Stradlin'/W. Axl Rose,0.99,92,3
1176,Yesterdays,Billy/Del James/W. Axl Rose/West Arkeen,0.99,92,3
1177,Knockin' On Heaven's Door,Bob Dylan,0.99,92,3
1178,Get In The Ring,Duff McKagan/Slash/W. Axl Rose,0.99,92,3
1179,Shotgun Blues,W. Axl Rose,0.99,92,3
1180,Breakdown,W. Axl Rose,0.99,92,3
1181,Pretty Tied Up,Izzy Stradlin',0.99,92,3
1182,Locomotive,Slash/W. Axl Rose,0.99,92,3
1183,So Fine,Duff McKagan,0.99,92,3
1184,Estranged,W. Axl Rose,0.99,92,3
1185,You Could Be Mine,Izzy Stradlin'/W. Axl Rose,0.99,92,3
1186,Don't Cry,Izzy Stradlin'/W. Axl Rose,0.99,92,3
1187,My World,W. Axl Rose,0.99,92,3
1188,Colibri,Richard Bull,0.99,93,2
1189,Love Is The Colour,R. Carless,0.99,93,2
1190,Magnetic Ocean,Patrick Claher/Richard Bull,0.99,93,2
1191,Deep Waters,Richard Bull,0.99,93,2
1192,L'Arc En Ciel De Miles,Kevin Robinson/Richard Bull,0.99,93,2
1193,Gypsy,Kevin Robinson,0.99,93,2
1194,Journey Into Sunlight,Jean Paul Maunick,0.99,93,2
1195,Sunchild,Graham Harvey,0.99,93,2
1196,Millenium,Maxton Gig Beesley Jnr.,0.99,93,2
1197,Thinking 'Bout Tomorrow,Fayyaz Virgi/Richard Bull,0.99,93,2
1198,Jacob's Ladder,Julian Crampton,0.99,93,2
1199,She Wears Black,G Harvey/R Hope-Taylor,0.99,93,2
1200,Dark Side Of The Cog,Jean Paul Maunick,0.99,93,2
1201,Different World,,0.99,94,1
1202,These Colours Don't Run,,0.99,94,1
1203,Brighter Than a Thousand Suns,,0.99,94,1
1204,The Pilgrim,,0.99,94,1
1205,The Longest Day,,0.99,94,1
1206,Out of the Shadows,,0.99,94,1
1207,The Reincarnation of Benjamin Breeg,,0.99,94,1
1208,For the Greater Good of God,,0.99,94,1
1209,Lord of Light,,0.99,94,1
1210,The Legacy,,0.99,94,1
1211,Hallowed Be Thy Name (Live) [Non Album Bonus Track],,0.99,94,1
1212,The Number Of The Beast,Steve Harris,0.99,95,3
1213,The Trooper,Steve Harris,0.99,95,3
1214,Prowler,Steve Harris,0.99,95,3
1215,Transylvania,Steve Harris,0.99,95,3
1216,Remember Tomorrow,Paul Di'Anno/Steve Harris,0.99,95,3
1217,Where Eagles Dare,Steve Harris,0.99,95,3
1218,Sanctuary,David Murray/Paul Di'Anno/Steve Harris,0.99,95,3
1219,Running Free,Paul Di'Anno/Steve Harris,0.99,95,3
1220,Run To The Hilss,Steve Harris,0.99,95,3
1221,2 Minutes To Midnight,Adrian Smith/Bruce Dickinson,0.99,95,3
1222,Iron Maiden,Steve Harris,0.99,95,3
1223,Hallowed Be Thy Name,Steve Harris,0.99,95,3
1224,Be Quick Or Be Dead,Bruce Dickinson/Janick Gers,0.99,96,3
1225,From Here To Eternity,Steve Harris,0.99,96,3
1226,Can I Play With Madness,Adrian Smith/Bruce Dickinson/Steve Harris,0.99,96,3
1227,Wasting Love,Bruce Dickinson/Janick Gers,0.99,96,3
1228,Tailgunner,Bruce Dickinson/Steve Harris,0.99,96,3
1229,The Evil That Men Do,Adrian Smith/Bruce Dickinson/Steve Harris,0.99,96,3
1230,Afraid To Shoot Strangers,Steve Harris,0.99,96,3
1231,Bring Your Daughter... To The Slaughter,Bruce Dickinson,0.99,96,3
1232,Heaven Can Wait,Steve Harris,0.99,96,3
1233,The Clairvoyant,Steve Harris,0.99,96,3
1234,Fear Of The Dark,Steve Harris,0.99,96,3
1235,The Wicker Man,Adrian Smith/Bruce Dickinson/Steve Harris,0.99,97,1
1236,Ghost Of The Navigator,Bruce Dickinson/Janick Gers/Steve Harris,0.99,97,1
1237,Brave New World,Bruce Dickinson/David Murray/Steve Harris,0.99,97,1
1238,Blood Brothers,Steve Harris,0.99,97,1
1239,The Mercenary,Janick Gers/Steve Harris,0.99,97,1
1240,Dream Of Mirrors,Janick Gers/Steve Harris,0.99,97,1
1241,The Fallen Angel,Adrian Smith/Steve Harris,0.99,97,1
1242,The Nomad,David Murray/Steve Harris,0.99,97,1
1243,Out Of The Silent Planet,Bruce Dickinson/Janick Gers/Steve Harris,0.99,97,1
1244,The Thin Line Between Love & Hate,David Murray/Steve Harris,0.99,97,1
1245,Wildest Dreams,Adrian Smith/Steve Harris,0.99,98,13
1246,Rainmaker,Bruce Dickinson/David Murray/Steve Harris,0.99,98,13
1247,No More Lies,Steve Harris,0.99,98,13
1248,Montsegur,Bruce Dickinson/Janick Gers/Steve Harris,0.99,98,13
1249,Dance Of Death,Janick Gers/Steve Harris,0.99,98,13
1250,Gates Of Tomorrow,Bruce Dickinson/Janick Gers/Steve Harris,0.99,98,13
1251,New Frontier,Adrian Smith/Bruce Dickinson/Nicko McBrain,0.99,98,13
1252,Paschendale,Adrian Smith/Steve Harris,0.99,98,13
1253,Face In The Sand,Adrian Smith/Bruce Dickinson/Steve Harris,0.99,98,13
1254,Age Of Innocence,David Murray/Steve Harris,0.99,98,13
1255,Journeyman,Bruce Dickinson/David Murray/Steve Harris,0.99,98,13
1256,Be Quick Or Be Dead,Bruce Dickinson/Janick Gers,0.99,99,1
1257,From Here To Eternity,Steve Harris,0.99,99,1
1258,Afraid To Shoot Strangers,Steve Harris,0.99,99,1
1259,Fear Is The Key,Bruce Dickinson/Janick Gers,0.99,99,1
1260,Childhood's End,Steve Harris,0.99,99,1
1261,Wasting Love,Bruce Dickinson/Janick Gers,0.99,99,1
1262,The Fugitive,Steve Harris,0.99,99,1
1263,Chains Of Misery,Bruce Dickinson/David Murray,0.99,99,1
1264,The Apparition,Janick Gers/Steve Harris,0.99,99,1
1265,Judas Be My Guide,Bruce Dickinson/David Murray,0.99,99,1
1266,Weekend Warrior,Janick Gers/Steve Harris,0.99,99,1
1267,Fear Of The Dark,Steve Harris,0.99,99,1
1268,01 - Prowler,Steve Harris,0.99,100,6
1269,02 - Sanctuary,David Murray/Paul Di'Anno/Steve Harris,0.99,100,6
1270,03 - Remember Tomorrow,Harris/Paul Di´Anno,0.99,100,6
1271,04 - Running Free,Harris/Paul Di´Anno,0.99,100,6
1272,05 - Phantom of the Opera,Steve Harris,0.99,100,6
1273,06 - Transylvania,Steve Harris,0.99,100,6
1274,07 - Strange World,Steve Harris,0.99,100,6
1275,08 - Charlotte the Harlot,Murray  Dave,0.99,100,6
1276,09 - Iron Maiden,Steve Harris,0.99,100,6
1277,The Ides Of March,Steve Harris,0.99,101,13
1278,Wrathchild,Steve Harris,0.99,101,13
1279,Murders In The Rue Morgue,Steve Harris,0.99,101,13
1280,Another Life,Steve Harris,0.99,101,13
1281,Genghis Khan,Steve Harris,0.99,101,13
1282,Innocent Exile,Di´Anno/Harris,0.99,101,13
1283,Killers,Steve Harris,0.99,101,13
1284,Prodigal Son,Steve Harris,0.99,101,13
1285,Purgatory,Steve Harris,0.99,101,13
1286,Drifter,Steve Harris,0.99,101,13
1287,Intro- Churchill S Speech,,0.99,102,13
1288,Aces High,,0.99,102,13
1289,2 Minutes To Midnight,Smith/Dickinson,0.99,102,3
1290,The Trooper,Harris,0.99,102,3
1291,Revelations,Dickinson,0.99,102,3
1292,Flight Of Icarus,Smith/Dickinson,0.99,102,3
1293,Rime Of The Ancient Mariner,,0.99,102,3
1294,Powerslave,,0.99,102,3
1295,The Number Of The Beast,Harris,0.99,102,3
1296,Hallowed Be Thy Name,Harris,0.99,102,3
1297,Iron Maiden,Harris,0.99,102,3
1298,Run To The Hills,Harris,0.99,102,3
1299,Running Free,Harris/Di Anno,0.99,102,3
1300,Wrathchild,Steve Harris,0.99,102,13
1301,Acacia Avenue,,0.99,102,13
1302,Children Of The Damned,Steve Harris,0.99,102,13
1303,Die With Your Boots On,Adrian Smith/Bruce Dickinson/Steve Harris,0.99,102,13
1304,Phantom Of The Opera,Steve Harris,0.99,102,13
1305,Be Quick Or Be Dead,,0.99,103,1
1306,The Number Of The Beast,,0.99,103,1
1307,Wrathchild,,0.99,103,1
1308,From Here To Eternity,,0.99,103,1
1309,Can I Play With Madness,,0.99,103,1
1310,Wasting Love,,0.99,103,1
1311,Tailgunner,,0.99,103,1
1312,The Evil That Men Do,,0.99,103,1
1313,Afraid To Shoot Strangers,,0.99,103,1
1314,Fear Of The Dark,,0.99,103,1
1315,Bring Your Daughter... To The Slaughter...,,0.99,104,1
1316,The Clairvoyant,,0.99,104,1
1317,Heaven Can Wait,,0.99,104,1
1318,Run To The Hills,,0.99,104,1
1319,2 Minutes To Midnight,Adrian Smith/Bruce Dickinson,0.99,104,1
1320,Iron Maiden,,0.99,104,1
1321,Hallowed Be Thy Name,,0.99,104,1
1322,The Trooper,,0.99,104,1
1323,Sanctuary,,0.99,104,1
1324,Running Free,,0.99,104,1
1325,Tailgunner,Bruce Dickinson/Steve Harris,0.99,105,3
1326,Holy Smoke,Bruce Dickinson/Steve Harris,0.99,105,3
1327,No Prayer For The Dying,Steve Harris,0.99,105,3
1328,Public Enema Number One,Bruce Dickinson/David Murray,0.99,105,3
1329,Fates Warning,David Murray/Steve Harris,0.99,105,3
1330,The Assassin,Steve Harris,0.99,105,3
1331,Run Silent Run Deep,Bruce Dickinson/Steve Harris,0.99,105,3
1332,Hooks In You,Adrian Smith/Bruce Dickinson,0.99,105,3
1333,Bring Your Daughter... ...To The Slaughter,Bruce Dickinson,0.99,105,3
1334,Mother Russia,Steve Harris,0.99,105,3
1335,Where Eagles Dare,Steve Harris,0.99,106,3
1336,Revelations,Bruce Dickinson,0.99,106,3
1337,Flight Of The Icarus,Adrian Smith/Bruce Dickinson,0.99,106,3
1338,Die With Your Boots On,Adrian Smith/Bruce Dickinson/Steve Harris,0.99,106,3
1339,The Trooper,Steve Harris,0.99,106,3
1340,Still Life,David Murray/Steve Harris,0.99,106,3
1341,Quest For Fire,Steve Harris,0.99,106,3
1342,Sun And Steel,Adrian Smith/Bruce Dickinson,0.99,106,3
1343,To Tame A Land,Steve Harris,0.99,106,3
1344,Aces High,Harris,0.99,107,3
1345,2 Minutes To Midnight,Smith/Dickinson,0.99,107,3
1346,Losfer Words,Steve Harris,0.99,107,3
1347,Flash of The Blade,Dickinson,0.99,107,3
1348,Duelists,Steve Harris,0.99,107,3
1349,Back in the Village,Dickinson/Smith,0.99,107,3
1350,Powerslave,Dickinson,0.99,107,3
1351,Rime of the Ancient Mariner,Harris,0.99,107,3
1352,Intro,,0.99,108,3
1353,The Wicker Man,Adrian Smith/Bruce Dickinson/Steve Harris,0.99,108,3
1354,Ghost Of The Navigator,Bruce Dickinson/Janick Gers/Steve Harris,0.99,108,3
1355,Brave New World,Bruce Dickinson/David Murray/Steve Harris,0.99,108,3
1356,Wrathchild,Steve Harris,0.99,108,3
1357,2 Minutes To Midnight,Adrian Smith/Bruce Dickinson,0.99,108,3
1358,Blood Brothers,Steve Harris,0.99,108,3
1359,Sign Of The Cross,Steve Harris,0.99,108,3
1360,The Mercenary,Janick Gers/Steve Harris,0.99,108,3
1361,The Trooper,Steve Harris,0.99,108,3
1362,Dream Of Mirrors,Janick Gers/Steve Harris,0.99,109,1
1363,The Clansman,Steve Harris,0.99,109,1
1364,The Evil That Men Do,Adrian Smith/Bruce Dickinson/Steve Harris,0.99,109,3
1365,Fear Of The Dark,Steve Harris,0.99,109,1
1366,Iron Maiden,Steve Harris,0.99,109,1
1367,The Number Of The Beast,Steve Harris,0.99,109,1
1368,Hallowed Be Thy Name,Steve Harris,0.99,109,1
1369,Sanctuary,David Murray/Paul Di'Anno/Steve Harris,0.99,109,1
1370,Run To The Hills,Steve Harris,0.99,109,1
1371,Moonchild,Adrian Smith; Bruce Dickinson,0.99,110,3
1372,Infinite Dreams,Steve Harris,0.99,110,3
1373,Can I Play With Madness,Adrian Smith; Bruce Dickinson; Steve Harris,0.99,110,3
1374,The Evil That Men Do,Adrian Smith; Bruce Dickinson; Steve Harris,0.99,110,3
1375,Seventh Son of a Seventh Son,Steve Harris,0.99,110,3
1376,The Prophecy,Dave Murray; Steve Harris,0.99,110,3
1377,The Clairvoyant,Adrian Smith; Bruce Dickinson; Steve Harris,0.99,110,3
1378,Only the Good Die Young,Bruce Dickinson; Harris,0.99,110,3
1379,Caught Somewhere in Time,Steve Harris,0.99,111,3
