ID,name,composer,milliseconds,bytes,unitPrice,album_ID,mediaType_ID,genre_ID
968,Zombie Eaters,Faith No More,360881,11835367,0.99,77,1,4
969,The Real Thing,Faith No More,493635,16233080,0.99,77,1,4
970,Underwater Love,Faith No More,231993,7634387,0.99,77,1,4
971,The Morning After,Faith No More,223764,7355898,0.99,77,1,4
972,Woodpecker From Mars,Faith No More,340532,11174250,0.99,77,1,4
973,War Pigs,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",464770,15267802,0.99,77,1,4
974,Edge Of The World,Faith No More,250357,8235607,0.99,77,1,4
975,Deixa Entrar,,33619,1095012,0.99,78,1,7
976,Falamansa Song,,237165,7921313,0.99,78,1,7
977,Xote Dos Milagres,,269557,8897778,0.99,78,1,7
978,Rindo À Toa,,222066,7365321,0.99,78,1,7
979,Confidência,,222197,7460829,0.99,78,1,7
980,Forró De Tóquio,,169273,5588756,0.99,78,1,7
981,Zeca Violeiro,,143673,4781949,0.99,78,1,7
982,Avisa,,355030,11844320,0.99,78,1,7
983,Principiando/Decolagem,,116767,3923789,0.99,78,1,7
984,Asas,,231915,7711669,0.99,78,1,7
985,Medo De Escuro,,213760,7056323,0.99,78,1,7
986,Oração,,271072,9003882,0.99,78,1,7
987,Minha Gata,,181838,6039502,0.99,78,1,7
988,Desaforo,,174524,5853561,0.99,78,1,7
989,In Your Honor,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",230191,7468463,0.99,79,1,1
990,No Way Back,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",196675,6421400,0.99,79,1,1
991,Best Of You,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",255712,8363467,0.99,79,1,1
992,DOA,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",252186,8232342,0.99,79,1,1
993,Hell,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",117080,3819255,0.99,79,1,1
994,The Last Song,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",199523,6496742,0.99,79,1,1
995,Free Me,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",278700,9109340,0.99,79,1,1
996,Resolve,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",288731,9416186,0.99,79,1,1
997,The Deepest Blues Are Black,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",238419,7735473,0.99,79,1,1
998,End Over End,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",352078,11395296,0.99,79,1,1
999,Still,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",313182,10323157,0.99,80,1,1
1000,What If I Do?,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",302994,9929799,0.99,80,1,1
1001,Miracle,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",209684,6877994,0.99,80,1,1
1002,Another Round,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",265848,8752670,0.99,80,1,1
1003,Friend Of A Friend,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",193280,6355088,0.99,80,1,1
1004,Over And Out,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",316264,10428382,0.99,80,1,1
1005,On The Mend,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",271908,9071997,0.99,80,1,1
1006,Virginia Moon,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",229198,7494639,0.99,80,1,1
1007,Cold Day In The Sun,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",200724,6596617,0.99,80,1,1
1008,Razor,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",293276,9721373,0.99,80,1,1
1009,All My Life,Foo Fighters,263653,8665545,0.99,81,1,4
1010,Low,Foo Fighters,268120,8847196,0.99,81,1,4
1011,Have It All,Foo Fighters,298057,9729292,0.99,81,1,4
1012,Times Like These,Foo Fighters,266370,8624691,0.99,81,1,4
1013,Disenchanted Lullaby,Foo Fighters,273528,8919111,0.99,81,1,4
1014,Tired Of You,Foo Fighters,311353,10094743,0.99,81,1,4
1015,Halo,Foo Fighters,306442,10026371,0.99,81,1,4
1016,Lonely As You,Foo Fighters,277185,9022628,0.99,81,1,4
1017,Overdrive,Foo Fighters,270550,8793187,0.99,81,1,4
1018,Burn Away,Foo Fighters,298396,9678073,0.99,81,1,4
1019,Come Back,Foo Fighters,469968,15371980,0.99,81,1,4
1020,Doll,"Dave, Taylor, Nate, Chris",83487,2702572,0.99,82,1,1
1021,Monkey Wrench,"Dave, Taylor, Nate, Chris",231523,7527531,0.99,82,1,1
1022,"Hey, Johnny Park!","Dave, Taylor, Nate, Chris",248528,8079480,0.99,82,1,1
1023,My Poor Brain,"Dave, Taylor, Nate, Chris",213446,6973746,0.99,82,1,1
1024,Wind Up,"Dave, Taylor, Nate, Chris",152163,4950667,0.99,82,1,1
1025,Up In Arms,"Dave, Taylor, Nate, Chris",135732,4406227,0.99,82,1,1
1026,My Hero,"Dave, Taylor, Nate, Chris",260101,8472365,0.99,82,1,1
1027,See You,"Dave, Taylor, Nate, Chris",146782,4888173,0.99,82,1,1
1028,Enough Space,Dave Grohl,157387,5169280,0.99,82,1,1
1029,February Stars,"Dave, Taylor, Nate, Chris",289306,9344875,0.99,82,1,1
1030,Everlong,Dave Grohl,250749,8270816,0.99,82,1,1
1031,Walking After You,Dave Grohl,303856,9898992,0.99,82,1,1
1032,New Way Home,"Dave, Taylor, Nate, Chris",342230,11205664,0.99,82,1,1
1033,My Way,claude françois/gilles thibault/jacques revaux/paul anka,275879,8928684,0.99,83,1,12
1034,Strangers In The Night,berthold kaempfert/charles singleton/eddie snyder,155794,5055295,0.99,83,1,12
1035,"New York, New York",fred ebb/john kander,206001,6707993,0.99,83,1,12
1036,I Get A Kick Out Of You,cole porter,194429,6332441,0.99,83,1,12
1037,Something Stupid,carson c. parks,158615,5210643,0.99,83,1,12
1038,Moon River,henry mancini/johnny mercer,198922,6395808,0.99,83,1,12
1039,What Now My Love,carl sigman/gilbert becaud/pierre leroyer,149995,4913383,0.99,83,1,12
1040,Summer Love,hans bradtke/heinz meier/johnny mercer,174994,5693242,0.99,83,1,12
1041,For Once In My Life,orlando murden/ronald miller,171154,5557537,0.99,83,1,12
1042,Love And Marriage,jimmy van heusen/sammy cahn,89730,2930596,0.99,83,1,12
1043,They Can't Take That Away From Me,george gershwin/ira gershwin,161227,5240043,0.99,83,1,12
1044,My Kind Of Town,jimmy van heusen/sammy cahn,188499,6119915,0.99,83,1,12
1045,Fly Me To The Moon,bart howard,149263,4856954,0.99,83,1,12
1046,I've Got You Under My Skin,cole porter,210808,6883787,0.99,83,1,12
1047,The Best Is Yet To Come,carolyn leigh/cy coleman,173583,5633730,0.99,83,1,12
1048,It Was A Very Good Year,ervin drake,266605,8554066,0.99,83,1,12
1049,Come Fly With Me,jimmy van heusen/sammy cahn,190458,6231029,0.99,83,1,12
1050,That's Life,dean kay thompson/kelly gordon,187010,6095727,0.99,83,1,12
1051,The Girl From Ipanema,antonio carlos jobim/norman gimbel/vinicius de moraes,193750,6410674,0.99,83,1,12
1052,The Lady Is A Tramp,lorenz hart/richard rodgers,184111,5987372,0.99,83,1,12
1053,"Bad, Bad Leroy Brown",jim croce,169900,5548581,0.99,83,1,12
1054,Mack The Knife,bert brecht/kurt weill/marc blitzstein,292075,9541052,0.99,83,1,12
1055,Loves Been Good To Me,rod mckuen,203964,6645365,0.99,83,1,12
1056,L.A. Is My Lady,alan bergman/marilyn bergman/peggy lipton jones/quincy jones,193175,6378511,0.99,83,1,12
1057,Entrando Na Sua (Intro),,179252,5840027,0.99,84,1,7
1058,Nervosa,,229537,7680421,0.99,84,1,7
1059,Funk De Bamba (Com Fernanda Abreu),,237191,7866165,0.99,84,1,7
1060,Call Me At Cleo´s,,236617,7920510,0.99,84,1,7
1061,Olhos Coloridos (Com Sandra De Sá),,321332,10567404,0.99,84,1,7
1062,Zambação,,301113,10030604,0.99,84,1,7
1063,Funk Hum,,244453,8084475,0.99,84,1,7
1064,Forty Days (Com DJ Hum),,221727,7347172,0.99,84,1,7
1065,Balada Da Paula,Emerson Villani,322821,10603717,0.99,84,1,7
1066,Dujji,,324597,10833935,0.99,84,1,7
1067,Meu Guarda-Chuva,,248528,8216625,0.99,84,1,7
1068,Motéis,,213498,7041077,0.99,84,1,7
1069,Whistle Stop,,526132,17533664,0.99,84,1,7
1070,16 Toneladas,,191634,6390885,0.99,84,1,7
1071,Divirta-Se (Saindo Da Sua),,74919,2439206,0.99,84,1,7
1072,Forty Days Instrumental,,292493,9584317,0.99,84,1,7
1073,Óia Eu Aqui De Novo,,219454,7469735,0.99,85,1,10
1074,Baião Da Penha,,247928,8393047,0.99,85,1,10
1075,Esperando Na Janela,Manuca/Raimundinho DoAcordion/Targino Godim,261041,8660617,0.99,85,1,10
1076,Juazeiro,Humberto Teixeira/Luiz Gonzaga,222275,7349779,0.99,85,1,10
1077,Último Pau-De-Arara,Corumbá/José Gumarães/Venancio,200437,6638563,0.99,85,1,10
1078,Asa Branca,Humberto Teixeira/Luiz Gonzaga,217051,7387183,0.99,85,1,10
1079,Qui Nem Jiló,Humberto Teixeira/Luiz Gonzaga,204695,6937472,0.99,85,1,10
1080,Assum Preto,Humberto Teixeira/Luiz Gonzaga,199653,6625000,0.99,85,1,10
1081,Pau-De-Arara,"Guio De Morais E Seus ""Parentes""/Luiz Gonzaga",191660,6340649,0.99,85,1,10
1082,A Volta Da Asa Branca,Luiz Gonzaga/Zé Dantas,271020,9098093,0.99,85,1,10
1083,O Amor Daqui De Casa,Gilberto Gil,148636,4888292,0.99,85,1,10
1084,As Pegadas Do Amor,Gilberto Gil,209136,6899062,0.99,85,1,10
1085,Lamento Sertanejo,Dominguinhos/Gilberto Gil,260963,8518290,0.99,85,1,10
1086,Casinha Feliz,Gilberto Gil,32287,1039615,0.99,85,1,10
1087,Introdução (Live),,154096,5227579,0.99,86,1,7
1088,Palco (Live),,238315,8026622,0.99,86,1,7
1089,Is This Love (Live),,295262,9819759,0.99,86,1,7
1090,Stir It Up (Live),,282409,9594738,0.99,86,1,7
1091,Refavela (Live),,236695,7985305,0.99,86,1,7
1092,Vendedor De Caranguejo (Live),,248842,8358128,0.99,86,1,7
1093,Quanta (Live),,357485,11774865,0.99,86,1,7
1094,Estrela (Live),,285309,9436411,0.99,86,1,7
1095,Pela Internet (Live),,263471,8804401,0.99,86,1,7
1096,Cérebro Eletrônico (Live),,231627,7805352,0.99,86,1,7
1097,Opachorô (Live),,259526,8596384,0.99,86,1,7
1098,Copacabana (Live),,289671,9673672,0.99,86,1,7
1099,A Novidade (Live),,316969,10508000,0.99,86,1,7
1100,Ghandi (Live),,222458,7481950,0.99,86,1,7
1101,De Ouro E Marfim (Live),,234971,7838453,0.99,86,1,7
1102,Doce De Carnaval (Candy All),,356101,11998470,0.99,87,1,2
1103,Lamento De Carnaval,,294530,9819276,0.99,87,1,2
1104,Pretinha,,265273,8914579,0.99,87,1,2
1105,A Novidade,Gilberto Gil,324780,10765600,0.99,73,1,7
1106,Tenho Sede,Gilberto Gil,261616,8708114,0.99,73,1,7
1107,Refazenda,Gilberto Gil,218305,7237784,0.99,73,1,7
1108,Realce,Gilberto Gil,264489,8847612,0.99,73,1,7
1109,Esotérico,Gilberto Gil,317779,10530533,0.99,73,1,7
1110,Drão,Gilberto Gil,301453,9931950,0.99,73,1,7
1111,A Paz,Gilberto Gil,293093,9593064,0.99,73,1,7
1112,Beira Mar,Gilberto Gil,295444,9597994,0.99,73,1,7
1113,Sampa,Gilberto Gil,225697,7469905,0.99,73,1,7
1114,Parabolicamará,Gilberto Gil,284943,9543435,0.99,73,1,7
1115,Tempo Rei,Gilberto Gil,302733,10019269,0.99,73,1,7
1116,Expresso 2222,Gilberto Gil,284760,9690577,0.99,73,1,7
1117,Aquele Abraço,Gilberto Gil,263993,8805003,0.99,73,1,7
1118,Palco,Gilberto Gil,270550,9049901,0.99,73,1,7
1119,Toda Menina Baiana,Gilberto Gil,278177,9351000,0.99,73,1,7
1120,Sítio Do Pica-Pau Amarelo,Gilberto Gil,218070,7217955,0.99,73,1,7
1121,Straight Out Of Line,Sully Erna,259213,8511877,0.99,88,1,3
1122,Faceless,Sully Erna,216006,6992417,0.99,88,1,3
1123,Changes,Sully Erna; Tony Rombola,260022,8455835,0.99,88,1,3
1124,Make Me Believe,Sully Erna,248607,8075050,0.99,88,1,3
1125,I Stand Alone,Sully Erna,246125,8017041,0.99,88,1,3
1126,Re-Align,Sully Erna,260884,8513891,0.99,88,1,3
1127,I Fucking Hate You,Sully Erna,247170,8059642,0.99,88,1,3
1128,Releasing The Demons,Sully Erna,252760,8276372,0.99,88,1,3
1129,Dead And Broken,Sully Erna,251454,8206611,0.99,88,1,3
1130,I Am,Sully Erna,239516,7803270,0.99,88,1,3
1131,The Awakening,Sully Erna,89547,3035251,0.99,88,1,3
1132,Serenity,Sully Erna; Tony Rombola,274834,9172976,0.99,88,1,3
1133,American Idiot,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",174419,5705793,0.99,89,1,4
1134,Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,Billie Joe Armstrong/Green Day,548336,17875209,0.99,89,1,4
1135,Holiday,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",232724,7599602,0.99,89,1,4
1136,Boulevard Of Broken Dreams,"Mike Dint, Billie Joe, Tré Cool",260858,8485122,0.99,89,1,4
1137,Are We The Waiting,Green Day,163004,5328329,0.99,89,1,4
1138,St. Jimmy,Green Day,175307,5716589,0.99,89,1,4
1139,Give Me Novacaine,Green Day,205871,6752485,0.99,89,1,4
1140,She's A Rebel,Green Day,120528,3901226,0.99,89,1,4
1141,Extraordinary Girl,Green Day,214021,6975177,0.99,89,1,4
1142,Letterbomb,Green Day,246151,7980902,0.99,89,1,4
1143,Wake Me Up When September Ends,"Mike Dint, Billie Joe, Tré Cool",285753,9325597,0.99,89,1,4
1144,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,Mike Dirnt/Tré Cool,558602,18139840,0.99,89,1,4
1145,Whatsername,Green Day,252316,8244843,0.99,89,1,4
1146,Welcome to the Jungle,,273552,4538451,0.99,90,2,1
1147,It's So Easy,,202824,3394019,0.99,90,2,1
1148,Nightrain,,268537,4457283,0.99,90,2,1
1149,Out Ta Get Me,,263893,4382147,0.99,90,2,1
1150,Mr. Brownstone,,228924,3816323,0.99,90,2,1
1151,Paradise City,,406347,6687123,0.99,90,2,1
1152,My Michelle,,219961,3671299,0.99,90,2,1
1153,Think About You,,231640,3860275,0.99,90,2,1
1154,Sweet Child O' Mine,,356424,5879347,0.99,90,2,1
1155,You're Crazy,,197135,3301971,0.99,90,2,1
1156,Anything Goes,,206400,3451891,0.99,90,2,1
1157,Rocket Queen,,375349,6185539,0.99,90,2,1
1158,Right Next Door to Hell,,182321,3175950,0.99,91,2,1
1159,Dust N' Bones,,298374,5053742,0.99,91,2,1
1160,Live and Let Die,,184016,3203390,0.99,91,2,1
1161,Don't Cry (Original),,284744,4833259,0.99,91,2,1
1162,Perfect Crime,,143637,2550030,0.99,91,2,1
1163,You Ain't the First,,156268,2754414,0.99,91,2,1
1164,Bad Obsession,,328282,5537678,0.99,91,2,1
1165,Back off Bitch,,303436,5135662,0.99,91,2,1
1166,Double Talkin' Jive,,203637,3520862,0.99,91,2,1
1167,November Rain,,537540,8923566,0.99,91,2,1
1168,The Garden,,322175,5438862,0.99,91,2,1
1169,Garden of Eden,,161539,2839694,0.99,91,2,1
1170,Don't Damn Me,,318901,5385886,0.99,91,2,1
1171,Bad Apples,,268351,4567966,0.99,91,2,1
1172,Dead Horse,,257600,4394014,0.99,91,2,1
1173,Coma,,616511,10201342,0.99,91,2,1
1174,Civil War,Duff McKagan/Slash/W. Axl Rose,461165,15046579,0.99,92,1,3
1175,14 Years,Izzy Stradlin'/W. Axl Rose,261355,8543664,0.99,92,1,3
1176,Yesterdays,Billy/Del James/W. Axl Rose/West Arkeen,196205,6398489,0.99,92,1,3
1177,Knockin' On Heaven's Door,Bob Dylan,336457,10986716,0.99,92,1,3
1178,Get In The Ring,Duff McKagan/Slash/W. Axl Rose,341054,11134105,0.99,92,1,3
1179,Shotgun Blues,W. Axl Rose,203206,6623916,0.99,92,1,3
1180,Breakdown,W. Axl Rose,424960,13978284,0.99,92,1,3
1181,Pretty Tied Up,Izzy Stradlin',287477,9408754,0.99,92,1,3
1182,Locomotive,Slash/W. Axl Rose,522396,17236842,0.99,92,1,3
1183,So Fine,Duff McKagan,246491,8039484,0.99,92,1,3
1184,Estranged,W. Axl Rose,563800,18343787,0.99,92,1,3
1185,You Could Be Mine,Izzy Stradlin'/W. Axl Rose,343875,11207355,0.99,92,1,3
1186,Don't Cry,Izzy Stradlin'/W. Axl Rose,284238,9222458,0.99,92,1,3
1187,My World,W. Axl Rose,84532,2764045,0.99,92,1,3
1188,Colibri,Richard Bull,361012,12055329,0.99,93,1,2
1189,Love Is The Colour,R. Carless,251585,8419165,0.99,93,1,2
1190,Magnetic Ocean,Patrick Claher/Richard Bull,321123,10720741,0.99,93,1,2
1191,Deep Waters,Richard Bull,396460,13075359,0.99,93,1,2
1192,L'Arc En Ciel De Miles,Kevin Robinson/Richard Bull,242390,8053997,0.99,93,1,2
1193,Gypsy,Kevin Robinson,330997,11083374,0.99,93,1,2
1194,Journey Into Sunlight,Jean Paul Maunick,249756,8241177,0.99,93,1,2
1195,Sunchild,Graham Harvey,259970,8593143,0.99,93,1,2
1196,Millenium,Maxton Gig Beesley Jnr.,379167,12511939,0.99,93,1,2
1197,Thinking 'Bout Tomorrow,Fayyaz Virgi/Richard Bull,355395,11865384,0.99,93,1,2
1198,Jacob's Ladder,Julian Crampton,367647,12201595,0.99,93,1,2
1199,She Wears Black,G Harvey/R Hope-Taylor,528666,17617944,0.99,93,1,2
1200,Dark Side Of The Cog,Jean Paul Maunick,377155,12491122,0.99,93,1,2
1201,Different World,,258692,4383764,0.99,94,2,1
1202,These Colours Don't Run,,412152,6883500,0.99,94,2,1
1203,Brighter Than a Thousand Suns,,526255,8721490,0.99,94,2,1
1204,The Pilgrim,,307593,5172144,0.99,94,2,1
1205,The Longest Day,,467810,7785748,0.99,94,2,1
1206,Out of the Shadows,,336896,5647303,0.99,94,2,1
1207,The Reincarnation of Benjamin Breeg,,442106,7367736,0.99,94,2,1
1208,For the Greater Good of God,,564893,9367328,0.99,94,2,1
1209,Lord of Light,,444614,7393698,0.99,94,2,1
1210,The Legacy,,562966,9314287,0.99,94,2,1
1211,Hallowed Be Thy Name (Live) [Non Album Bonus Track],,431262,7205816,0.99,94,2,1
1212,The Number Of The Beast,Steve Harris,294635,4718897,0.99,95,1,3
1213,The Trooper,Steve Harris,235311,3766272,0.99,95,1,3
1214,Prowler,Steve Harris,255634,4091904,0.99,95,1,3
1215,Transylvania,Steve Harris,265874,4255744,0.99,95,1,3
1216,Remember Tomorrow,Paul Di'Anno/Steve Harris,352731,5648438,0.99,95,1,3
1217,Where Eagles Dare,Steve Harris,289358,4630528,0.99,95,1,3
1218,Sanctuary,David Murray/Paul Di'Anno/Steve Harris,293250,4694016,0.99,95,1,3
1219,Running Free,Paul Di'Anno/Steve Harris,228937,3663872,0.99,95,1,3
1220,Run To The Hilss,Steve Harris,237557,3803136,0.99,95,1,3
1221,2 Minutes To Midnight,Adrian Smith/Bruce Dickinson,337423,5400576,0.99,95,1,3
1222,Iron Maiden,Steve Harris,324623,5195776,0.99,95,1,3
1223,Hallowed Be Thy Name,Steve Harris,471849,7550976,0.99,95,1,3
1224,Be Quick Or Be Dead,Bruce Dickinson/Janick Gers,196911,3151872,0.99,96,1,3
1225,From Here To Eternity,Steve Harris,259866,4159488,0.99,96,1,3
1226,Can I Play With Madness,Adrian Smith/Bruce Dickinson/Steve Harris,282488,4521984,0.99,96,1,3
1227,Wasting Love,Bruce Dickinson/Janick Gers,347846,5566464,0.99,96,1,3
1228,Tailgunner,Bruce Dickinson/Steve Harris,249469,3993600,0.99,96,1,3
1229,The Evil That Men Do,Adrian Smith/Bruce Dickinson/Steve Harris,325929,5216256,0.99,96,1,3
1230,Afraid To Shoot Strangers,Steve Harris,407980,6529024,0.99,96,1,3
1231,Bring Your Daughter... To The Slaughter,Bruce Dickinson,317727,5085184,0.99,96,1,3
1232,Heaven Can Wait,Steve Harris,448574,7178240,0.99,96,1,3
1233,The Clairvoyant,Steve Harris,269871,4319232,0.99,96,1,3
1234,Fear Of The Dark,Steve Harris,431333,6906078,0.99,96,1,3
1235,The Wicker Man,Adrian Smith/Bruce Dickinson/Steve Harris,275539,11022464,0.99,97,1,1
1236,Ghost Of The Navigator,Bruce Dickinson/Janick Gers/Steve Harris,410070,16404608,0.99,97,1,1
1237,Brave New World,Bruce Dickinson/David Murray/Steve Harris,378984,15161472,0.99,97,1,1
1238,Blood Brothers,Steve Harris,434442,17379456,0.99,97,1,1
1239,The Mercenary,Janick Gers/Steve Harris,282488,11300992,0.99,97,1,1
1240,Dream Of Mirrors,Janick Gers/Steve Harris,561162,22448256,0.99,97,1,1
1241,The Fallen Angel,Adrian Smith/Steve Harris,240718,9629824,0.99,97,1,1
1242,The Nomad,David Murray/Steve Harris,546115,21846144,0.99,97,1,1
1243,Out Of The Silent Planet,Bruce Dickinson/Janick Gers/Steve Harris,385541,15423616,0.99,97,1,1
1244,The Thin Line Between Love & Hate,David Murray/Steve Harris,506801,20273280,0.99,97,1,1
1245,Wildest Dreams,Adrian Smith/Steve Harris,232777,9312384,0.99,98,1,13
1246,Rainmaker,Bruce Dickinson/David Murray/Steve Harris,228623,9146496,0.99,98,1,13
1247,No More Lies,Steve Harris,441782,17672320,0.99,98,1,13
1248,Montsegur,Bruce Dickinson/Janick Gers/Steve Harris,350484,14020736,0.99,98,1,13
1249,Dance Of Death,Janick Gers/Steve Harris,516649,20670727,0.99,98,1,13
1250,Gates Of Tomorrow,Bruce Dickinson/Janick Gers/Steve Harris,312032,12482688,0.99,98,1,13
1251,New Frontier,Adrian Smith/Bruce Dickinson/Nicko McBrain,304509,12181632,0.99,98,1,13
1252,Paschendale,Adrian Smith/Steve Harris,508107,20326528,0.99,98,1,13
1253,Face In The Sand,Adrian Smith/Bruce Dickinson/Steve Harris,391105,15648948,0.99,98,1,13
1254,Age Of Innocence,David Murray/Steve Harris,370468,14823478,0.99,98,1,13
1255,Journeyman,Bruce Dickinson/David Murray/Steve Harris,427023,17082496,0.99,98,1,13
1256,Be Quick Or Be Dead,Bruce Dickinson/Janick Gers,204512,8181888,0.99,99,1,1
1257,From Here To Eternity,Steve Harris,218357,8739038,0.99,99,1,1
1258,Afraid To Shoot Strangers,Steve Harris,416496,16664589,0.99,99,1,1
1259,Fear Is The Key,Bruce Dickinson/Janick Gers,335307,13414528,0.99,99,1,1
1260,Childhood's End,Steve Harris,280607,11225216,0.99,99,1,1
1261,Wasting Love,Bruce Dickinson/Janick Gers,350981,14041216,0.99,99,1,1
1262,The Fugitive,Steve Harris,294112,11765888,0.99,99,1,1
1263,Chains Of Misery,Bruce Dickinson/David Murray,217443,8700032,0.99,99,1,1
1264,The Apparition,Janick Gers/Steve Harris,234605,9386112,0.99,99,1,1
1265,Judas Be My Guide,Bruce Dickinson/David Murray,188786,7553152,0.99,99,1,1
1266,Weekend Warrior,Janick Gers/Steve Harris,339748,13594678,0.99,99,1,1
1267,Fear Of The Dark,Steve Harris,436976,17483789,0.99,99,1,1
1268,01 - Prowler,Steve Harris,236173,5668992,0.99,100,1,6
1269,02 - Sanctuary,David Murray/Paul Di'Anno/Steve Harris,196284,4712576,0.99,100,1,6
1270,03 - Remember Tomorrow,Harris/Paul Di´Anno,328620,7889024,0.99,100,1,6
1271,04 - Running Free,Harris/Paul Di´Anno,197276,4739122,0.99,100,1,6
1272,05 - Phantom of the Opera,Steve Harris,428016,10276872,0.99,100,1,6
1273,06 - Transylvania,Steve Harris,259343,6226048,0.99,100,1,6
1274,07 - Strange World,Steve Harris,332460,7981184,0.99,100,1,6
1275,08 - Charlotte the Harlot,Murray  Dave,252708,6066304,0.99,100,1,6
1276,09 - Iron Maiden,Steve Harris,216058,5189891,0.99,100,1,6
1277,The Ides Of March,Steve Harris,105926,2543744,0.99,101,1,13
1278,Wrathchild,Steve Harris,174471,4188288,0.99,101,1,13
1279,Murders In The Rue Morgue,Steve Harris,258377,6205786,0.99,101,1,13
1280,Another Life,Steve Harris,203049,4874368,0.99,101,1,13
1281,Genghis Khan,Steve Harris,187141,4493440,0.99,101,1,13
1282,Innocent Exile,Di´Anno/Harris,232515,5584861,0.99,101,1,13
1283,Killers,Steve Harris,300956,7227440,0.99,101,1,13
1284,Prodigal Son,Steve Harris,372349,8937600,0.99,101,1,13
1285,Purgatory,Steve Harris,200150,4804736,0.99,101,1,13
1286,Drifter,Steve Harris,288757,6934660,0.99,101,1,13
1287,Intro- Churchill S Speech,,48013,1154488,0.99,102,1,13
1288,Aces High,,276375,6635187,0.99,102,1,13
1289,2 Minutes To Midnight,Smith/Dickinson,366550,8799380,0.99,102,1,3
1290,The Trooper,Harris,268878,6455255,0.99,102,1,3
1291,Revelations,Dickinson,371826,8926021,0.99,102,1,3
1292,Flight Of Icarus,Smith/Dickinson,229982,5521744,0.99,102,1,3
1293,Rime Of The Ancient Mariner,,789472,18949518,0.99,102,1,3
1294,Powerslave,,454974,10921567,0.99,102,1,3
1295,The Number Of The Beast,Harris,275121,6605094,0.99,102,1,3
1296,Hallowed Be Thy Name,Harris,451422,10836304,0.99,102,1,3
1297,Iron Maiden,Harris,261955,6289117,0.99,102,1,3
1298,Run To The Hills,Harris,231627,5561241,0.99,102,1,3
1299,Running Free,Harris/Di Anno,204617,4912986,0.99,102,1,3
1300,Wrathchild,Steve Harris,183666,4410181,0.99,102,1,13
1301,Acacia Avenue,,379872,9119118,0.99,102,1,13
1302,Children Of The Damned,Steve Harris,278177,6678446,0.99,102,1,13
1303,Die With Your Boots On,Adrian Smith/Bruce Dickinson/Steve Harris,314174,7542367,0.99,102,1,13
1304,Phantom Of The Opera,Steve Harris,441155,10589917,0.99,102,1,13
1305,Be Quick Or Be Dead,,233142,5599853,0.99,103,1,1
1306,The Number Of The Beast,,294008,7060625,0.99,103,1,1
1307,Wrathchild,,174106,4182963,0.99,103,1,1
1308,From Here To Eternity,,284447,6831163,0.99,103,1,1
1309,Can I Play With Madness,,213106,5118995,0.99,103,1,1
1310,Wasting Love,,336953,8091301,0.99,103,1,1
1311,Tailgunner,,247640,5947795,0.99,103,1,1
1312,The Evil That Men Do,,478145,11479913,0.99,103,1,1
1313,Afraid To Shoot Strangers,,412525,9905048,0.99,103,1,1
1314,Fear Of The Dark,,431542,10361452,0.99,103,1,1
1315,Bring Your Daughter... To The Slaughter...,,376711,9045532,0.99,104,1,1
1316,The Clairvoyant,,262426,6302648,0.99,104,1,1
1317,Heaven Can Wait,,440555,10577743,0.99,104,1,1
1318,Run To The Hills,,235859,5665052,0.99,104,1,1
1319,2 Minutes To Midnight,Adrian Smith/Bruce Dickinson,338233,8122030,0.99,104,1,1
1320,Iron Maiden,,494602,11874875,0.99,104,1,1
1321,Hallowed Be Thy Name,,447791,10751410,0.99,104,1,1
1322,The Trooper,,232672,5588560,0.99,104,1,1
